Port_ID,ROI,PnL,Sharpe_Ratio,MDD,Win_Rate,Win_Positions,Total_Positions,Score,Rank
4020204877254599680,0.00311560819422595,71998.85595307,-0.08841097942056511,8.028348113683958,32.94214876033058,1993,6050,14401.442988353872,1.0
3999240873283311617,0.005436734530219949,42574.47367879,0.5915285245145275,0.052816340027790364,52.32198142414861,2366,4522,8520.23630735767,2.0
4021669203289716224,0.004044195741684947,26427.33159178,0.04073860606428602,0.16156844065773085,31.391200951248514,528,1682,5288.582485742929,3.0
3960874214179953664,0.00233296252874208,19567.47128569,0.11670847968653907,34.536210321481484,51.568381430363864,1233,2391,3911.7678948014363,4.0
3907081197088384000,0.010992418198530548,18015.99737026,0.7845270056500278,0.2429079623918087,61.39714769156394,2540,4137,3609.450810355268,5.0
4028701921959171840,0.004064804887744703,17601.40139824,0.6746602132235784,0.045176720122327436,54.29403202328966,373,687,3525.8367989904154,6.0
3956076827719377409,0.010322298310165384,16790.01223802,0.6803711943408889,0.24614293318857097,51.55771195097037,2019,3916,3363.2481611408207,7.0
3986814617275053313,0.008716283426330228,16337.46188064,1.2885519825388734,0.00014890821565723293,78.22172200337648,2780,3554,3275.5748438282303,8.0
4022565861939831809,0.002330795004708387,14197.57707589,0.5970093440971372,0.10895996791550236,52.76595744680851,372,705,2844.890320036419,9.0
3788465932399412480,0.008368063722229275,13960.96645667,0.2174274120394927,0.2242625568921689,44.607363962202676,1369,3069,2796.6551711203665,10.0
3987739404272887297,0.005570133876861024,12464.6063154,0.1517747474388964,0.3105022736974293,22.826446280991735,1381,6050,2495.173833243011,11.0
4008711265867865600,0.003082403414586579,11298.706389769999,0.6569639523815747,0.052697606290058985,42.13197969543147,166,394,2264.076253913786,12.0
3936410995029308417,0.017910538387345118,10681.514,0.5807291963654152,0.0,30.0,6,20,2139.424319000789,13.0
3931992636670880512,0.0057107962503653775,10374.96528998,0.46183965323354603,0.424280098072751,40.16528925619834,2430,6050,2079.018812071527,14.0
3939318616482048768,0.010162799258193586,9775.38910984,0.5626534293571585,0.01902892588221351,37.46031746031746,118,315,1958.9356274545044,15.0
3998572645139652353,0.0046803137819487585,9603.58535988,0.44638621175144305,0.08120905576797817,35.714285714285715,95,266,1924.36294007276,16.0
4031493134338259457,0.0011586957297271354,9082.69828786,0.07523800432714366,0.9598974471669379,36.156696664902064,683,1889,1819.978742958641,17.0
3944088772635000577,0.007088427632933676,7581.4919834,0.44200392540519573,0.013092953369497683,45.75292759360053,2774,6063,1520.9615981620573,18.0
4037121179310444801,0.0012970305351111837,7237.92173826,0.21579598318338908,0.1565518916107883,48.40125391849529,772,1595,1452.4367109713248,19.0
3886752488982104320,0.008994404782536419,7195.17832464,0.5839185520563878,0.03057094725279152,74.5396317053643,931,1249,1446.602995940932,20.0
